StepCounter, Dynamics, ConfDynamics, NConDynamics,  Zeros,  Ones, ConfZeros, NConfZeros, ConfOnes, NConfOnes, RealRatioA, RealRatioB, Stress, ConfStress, NConStress, frameRate, NofClusters, MnClustersSize, MaxClustersSize, MinClustersSize, MnClustersDiam, MaxClustersDiam, MinClustersDiam, MnClustersBRat, MaxClustersBRat, MinClustersBRat, RatioA, RatioB, Noise, MaxStrengh, Distribution, Bias, N, Repetition, from, Walk1D
2000,0,0, NaN,5625,0,5625,0,0,0,0.455822222,0,0,0, NaN,32.432648,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,22,100, 0.0++0.01=0.501(2)
0,0,0,0,3056,2569,3056,0,2569,0,0.456711111,0,0.5033778,0.5033778, NaN,31.422487,395,13.3443038,649,2,4.030704457,52.3259,1,0.979200832,1,0.8,0.45,0,2,100,0,0,75,23,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.456711111,0,0,0, NaN,28.115143,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,23,100, 0.0++0.01=0.501(2)
0,0,0,0,3132,2493,3132,0,2493,0,0.4432,0,0.48853335,0.48853335, NaN,27.711231,376,14.06117021,826,2,3.878971146,51.62364,1,0.978482184,1,0.7222222,0.45,0,2,100,0,0,75,24,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.4432,0,0,0, NaN,27.771704,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,24,100, 0.0++0.01=0.501(2)
0,0,0,0,3068,2557,3068,0,2557,0,0.454577778,0,0.4950222,0.4950222, NaN,27.934467,386,13.77979275,1072,2,3.999744555,52.3259,1,0.976945089,1,0.7037037,0.45,0,2,100,0,0,75,25,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.454577778,0,0,0, NaN,23.214952,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,25,100, 0.0++0.01=0.501(2)
0,0,0,0,3069,2556,3069,0,2556,0,0.4544,0,0.49235556,0.49235556, NaN,23.12794,400,13.0325,596,2,4.264922358,45.80393,1,0.968175794,1,0.7,0.45,0,2,100,0,0,75,26,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.4544,0,0,0, NaN,33.89826,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,26,100, 0.0++0.01=0.501(2)
0,0,0,0,3023,2602,3023,0,2602,0,0.462577778,0,0.48808888,0.48808888, NaN,32.96349,361,14.69252078,414,2,4.546995206,47.010635,1,0.968978819,1,0.75,0.45,0,2,100,0,0,75,27,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.462577778,0,0,0, NaN,34.343082,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,27,100, 0.0++0.01=0.501(2)
0,0,0,0,3176,2449,3176,0,2449,0,0.435377778,0,0.4936,0.4936, NaN,32.986683,389,13.47043702,826,2,3.80640323,51.62364,1,0.979383086,1,0.7777778,0.45,0,2,100,0,0,75,28,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.435377778,0,0,0, NaN,34.758778,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,28,100, 0.0++0.01=0.501(2)
0,0,0,0,3072,2553,3072,0,2553,0,0.453866667,0,0.50035554,0.50035554, NaN,33.62704,414,12.63768116,248,2,4.247778913,37,1,0.971765075,1,0.73333335,0.45,0,2,100,0,0,75,29,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.453866667,0,0,0, NaN,32.556854,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,29,100, 0.0++0.01=0.501(2)
0,0,0,0,3074,2551,3074,0,2551,0,0.453511111,0,0.49964446,0.49964446, NaN,31.839752,391,13.54219949,680,2,4.062019812,50.931328,1,0.979053848,1,0.8181818,0.45,0,2,100,0,0,75,30,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.453511111,0,0,0, NaN,32.15276,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,30,100, 0.0++0.01=0.501(2)
0,0,0,0,3163,2462,3163,0,2462,0,0.437688889,0,0.48533332,0.48533332, NaN,31.126143,365,14.56438356,606,2,4.174314854,51.62364,1,0.975137387,1,0.7352941,0.45,0,2,100,0,0,75,31,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.437688889,0,0,0, NaN,33.949444,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,31,100, 0.0++0.01=0.501(2)
0,0,0,0,3088,2537,3088,0,2537,0,0.451022222,0,0.49306667,0.49306667, NaN,32.645317,374,14.10695187,577,2,4.131212913,52.3259,1,0.977552275,1,0.7083333,0.45,0,2,100,0,0,75,32,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.451022222,0,0,0, NaN,33.057663,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,32,100, 0.0++0.01=0.501(2)
0,0,0,0,3138,2487,3138,0,2487,0,0.442133333,0,0.48702222,0.48702222, NaN,32.012005,351,15.002849,1573,2,3.955173789,52.3259,1,0.978446142,1,0.75,0.45,0,2,100,0,0,75,33,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.442133333,0,0,0, NaN,33.94218,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,33,100, 0.0++0.01=0.501(2)
0,0,0,0,3080,2545,3080,0,2545,0,0.452444444,0,0.4912889,0.4912889, NaN,32.69936,346,15.30924855,412,2,4.428100054,42.544094,1,0.975714691,1,0.7,0.45,0,2,100,0,0,75,34,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.452444444,0,0,0, NaN,33.01483,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,34,100, 0.0++0.01=0.501(2)
0,0,0,0,3115,2510,3115,0,2510,0,0.446222222,0,0.48995554,0.48995554, NaN,31.988398,361,14.57617729,726,2,4.163265842,52.3259,1,0.977238115,1,0.75,0.45,0,2,100,0,0,75,35,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.446222222,0,0,0, NaN,34.22885,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,35,100, 0.0++0.01=0.501(2)
0,0,0,0,3010,2615,3010,0,2615,0,0.464888889,0,0.49466667,0.49466667, NaN,33.226204,396,13.29545455,287,2,4.160212437,43.56604,1,0.972866202,1,0.74418604,0.45,0,2,100,0,0,75,36,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.464888889,0,0,0, NaN,33.362206,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,36,100, 0.0++0.01=0.501(2)
0,0,0,0,3120,2505,3120,0,2505,0,0.445333333,0,0.49066666,0.49066666, NaN,32.277863,399,13.13533835,658,2,3.951910425,52.3259,1,0.980169796,1,0.73913044,0.45,0,2,100,0,0,75,37,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.445333333,0,0,0, NaN,34.168102,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,37,100, 0.0++0.01=0.501(2)
0,0,0,0,3148,2477,3148,0,2477,0,0.440355556,0,0.4905778,0.4905778, NaN,32.870636,384,13.671875,419,2,4.123385129,43.56604,1,0.974732271,1,0.72727275,0.45,0,2,100,0,0,75,38,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.440355556,0,0,0, NaN,33.071663,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,38,100, 0.0++0.01=0.501(2)
0,0,0,0,3098,2527,3098,0,2527,0,0.449244444,0,0.49253333,0.49253333, NaN,32.259556,382,13.78534031,501,2,4.035863609,49.517673,1,0.977878128,1,0.75,0.45,0,2,100,0,0,75,39,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.449244444,0,0,0, NaN,33.48241,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,39,100, 0.0++0.01=0.501(2)
0,0,0,0,3085,2540,3085,0,2540,0,0.451555556,0,0.4936,0.4936, NaN,31.616951,347,15.16714697,399,2,4.517330638,43.046486,1,0.976112088,1,0.73913044,0.45,0,2,100,0,0,75,40,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.451555556,0,0,0, NaN,32.440807,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,40,100, 0.0++0.01=0.501(2)
0,0,0,0,3156,2469,3156,0,2469,0,0.438933333,0,0.49306667,0.49306667, NaN,31.553394,386,13.68393782,594,2,4.166449855,47.010635,1,0.976486853,1,0.73333335,0.45,0,2,100,0,0,75,41,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.438933333,0,0,0, NaN,33.700413,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,41,100, 0.0++0.01=0.501(2)
0,0,0,0,3117,2508,3117,0,2508,0,0.445866667,0,0.49031112,0.49031112, NaN,32.504974,370,14.25675676,703,2,4.174215884,47.63402,1,0.97798641,1,0.75,0.45,0,2,100,0,0,75,42,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.445866667,0,0,0, NaN,34.549103,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,42,100, 0.0++0.01=0.501(2)
0,0,0,0,3086,2539,3086,0,2539,0,0.451377778,0,0.49377778,0.49377778, NaN,33.47739,380,13.88421053,544,2,4.010125102,52.3259,1,0.975784336,1,0.7647059,0.45,0,2,100,0,0,75,43,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.451377778,0,0,0, NaN,32.356823,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,43,100, 0.0++0.01=0.501(2)
0,0,0,0,3078,2547,3078,0,2547,0,0.4528,0,0.48835555,0.48835555, NaN,31.524765,363,14.52892562,1211,2,4.134035233,52.3259,1,0.97313107,1,0.6956522,0.45,0,2,100,0,0,75,44,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.4528,0,0,0, NaN,32.777294,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,44,100, 0.0++0.01=0.501(2)
0,0,0,0,3051,2574,3051,0,2574,0,0.4576,0,0.4993778,0.4993778, NaN,31.80845,366,14.44535519,1252,2,4.0963365,52.3259,1,0.98012352,1,0.72727275,0.45,0,2,100,0,0,75,45,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.4576,0,0,0, NaN,33.246933,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,45,100, 0.0++0.01=0.501(2)
0,0,0,0,3017,2608,3017,0,2608,0,0.463644444,0,0.49688888,0.49688888, NaN,32.182903,386,13.54663212,550,2,4.204987721,52.3259,1,0.975452181,1,0.71428573,0.45,0,2,100,0,0,75,46,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.463644444,0,0,0, NaN,34.066902,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,46,100, 0.0++0.01=0.501(2)
0,0,0,0,3078,2547,3078,0,2547,0,0.4528,0,0.49644443,0.49644443, NaN,32.804,355,14.90985915,1156,2,4.315196196,52.3259,1,0.977283738,1,0.7777778,0.45,0,2,100,0,0,75,47,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.4528,0,0,0, NaN,34.44319,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,47,100, 0.0++0.01=0.501(2)
0,0,0,0,3116,2509,3116,0,2509,0,0.446044444,0,0.49164444,0.49164444, NaN,33.44661,398,13.13065327,891,2,3.772836895,52.3259,1,0.976100693,1,0.6551724,0.45,0,2,100,0,0,75,48,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.446044444,0,0,0, NaN,34.577248,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,48,100, 0.0++0.01=0.501(2)
0,0,0,0,3082,2543,3082,0,2543,0,0.452088889,0,0.49093333,0.49093333, NaN,33.273262,369,14.25203252,348,2,4.196497164,42.059483,1,0.974570216,1,0.7,0.45,0,2,100,0,0,75,49,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.452088889,0,0,0, NaN,32.953518,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,49,100, 0.0++0.01=0.501(2)
0,0,0,0,3143,2482,3143,0,2482,0,0.441244444,0,0.4904889,0.4904889, NaN,31.949522,381,13.72703412,466,2,4.059776198,45.80393,1,0.976867443,1,0.78571427,0.45,0,2,100,0,0,75,50,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.441244444,0,0,0, NaN,33.414364,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,50,100, 0.0++0.01=0.501(2)
0,0,0,0,3079,2546,3079,0,2546,0,0.452622222,0,0.49537778,0.49537778, NaN,32.627064,394,13.44670051,653,2,4.156563509,48.9183,1,0.97539902,1,0.64285713,0.45,0,2,100,0,0,75,51,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.452622222,0,0,0, NaN,33.444824,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,51,100, 0.0++0.01=0.501(2)
0,0,0,0,3057,2568,3057,0,2568,0,0.456533333,0,0.5000889,0.5000889, NaN,32.59702,400,13.155,624,2,4.099296472,52.3259,1,0.981516594,1,0.75,0.45,0,2,100,0,0,75,52,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.456533333,0,0,0, NaN,32.701504,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,52,100, 0.0++0.01=0.501(2)
0,0,0,0,3048,2577,3048,0,2577,0,0.458133333,0,0.49386665,0.49386665, NaN,31.758602,369,14.36856369,366,2,4.3220911,41.340054,1,0.97448362,1,0.6923077,0.45,0,2,100,0,0,75,53,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.458133333,0,0,0, NaN,33.264652,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,53,100, 0.0++0.01=0.501(2)
0,0,0,0,3089,2536,3089,0,2536,0,0.450844444,0,0.49715555,0.49715555, NaN,32.183647,380,13.88684211,922,2,4.159450097,52.3259,1,0.976072077,1,0.71428573,0.45,0,2,100,0,0,75,54,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.450844444,0,0,0, NaN,33.354706,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,54,100, 0.0++0.01=0.501(2)
0,0,0,0,3062,2563,3062,0,2563,0,0.455644444,0,0.5000889,0.5000889, NaN,32.29329,408,12.89705882,450,2,4.009513461,46.8615,1,0.978904115,1,0.75,0.45,0,2,100,0,0,75,55,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.455644444,0,0,0, NaN,33.824673,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,55,100, 0.0++0.01=0.501(2)
0,0,0,0,3121,2504,3121,0,2504,0,0.445155556,0,0.49528888,0.49528888, NaN,32.692272,383,13.75195822,995,2,3.938197335,52.3259,1,0.977817232,1,0.7777778,0.45,0,2,100,0,0,75,56,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.445155556,0,0,0, NaN,32.91143,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,56,100, 0.0++0.01=0.501(2)
0,0,0,0,3153,2472,3153,0,2472,0,0.439466667,0,0.48977777,0.48977777, NaN,32.16249,357,14.69467787,727,2,4.082845625,52.3259,1,0.974705576,1,0.72727275,0.45,0,2,100,0,0,75,57,100, 0.0++0.01=0.501(2)
2000,0,0, NaN,5625,0,5625,0,0,0,0.439466667,0,0,0, NaN,33.05321,1,5625,5625,5625,0,0,0,0,0,0,0.45,0,2,100,0,0,75,57,100, 0.0++0.01=0.501(2)
