StepCounter	 Dynamics	 ConfDynamics	 NConDynamics	  Zeros	  Ones	 ConfZeros	 NConfZeros	 ConfOnes	 NConfOnes	 Stress	 ConfStress	 NConStress	 frameRate	 NofClusters	 MnClustersSize	 MaxClustersSize	 MinClustersSize	 MnClustersDiam	 MaxClustersDiam	 MinClustersDiam	 MnClustersBRat	 MaxClustersBRat	 MinClustersBRat	 RatioA	 RatioB	 Noise	 MaxStrengh	 Distribution	 Bias	 N
251	 0.41955554	 0.35300925	 0.431632	 2815	 2810	 431	 2384	 433	 2377	 0.5752889	 0.48885995	 0.59097356	 8.6946535	 532	 10.109022556390977	 321	 2	 3.9656869984210883	 42.059483	 1.0	 0.9946807339451367	 1.0	 0.8	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
252	 0.3944889	 0.3402778	 0.40432683	 2832	 2793	 451	 2381	 413	 2380	 0.5778667	 0.49262154	 0.59333646	 8.778765	 534	 10.065543071161049	 90	 2	 4.274733092454489	 24.738634	 1.0	 0.993590775723761	 1.0	 0.8	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
253	 0.41973335	 0.3738426	 0.42806134	 2797	 2828	 424	 2373	 440	 2388	 0.576	 0.4904514	 0.5915249	 8.890926	 526	 10.252851711026617	 113	 2	 4.248318504697923	 27.513634	 1.0	 0.9942218481134553	 1.0	 0.84615386	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
254	 0.41457778	 0.35416666	 0.42554086	 2763	 2862	 392	 2371	 472	 2390	 0.57324445	 0.4956597	 0.5873241	 8.998634	 547	 9.776965265082266	 189	 2	 4.079448754652327	 26.24881	 1.0	 0.993664443383923	 1.0	 0.8333333	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
255	 0.41564444	 0.3425926	 0.4289015	 2793	 2832	 384	 2409	 480	 2352	 0.5788444	 0.4975405	 0.593599	 8.999984	 526	 10.165399239543726	 138	 2	 4.1358025225849655	 32.55764	 1.0	 0.9950545866453149	 1.0	 0.72727275	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
256	 0.41653332	 0.35185185	 0.42827138	 2834	 2791	 416	 2418	 448	 2343	 0.5752889	 0.49493635	 0.5898708	 9.092766	 527	 10.172675521821631	 175	 2	 4.139544765456125	 39.824615	 1.0	 0.9944306135856223	 1.0	 0.8181818	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
257	 0.41244444	 0.3287037	 0.42764124	 2816	 2809	 424	 2392	 440	 2369	 0.5728889	 0.49262154	 0.5874554	 8.805643	 513	 10.465886939571151	 194	 2	 4.254233210872256	 35.846897	 1.0	 0.9945523240412885	 1.0	 0.8333333	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
258	 0.4247111	 0.33564815	 0.44087377	 2823	 2802	 446	 2377	 418	 2384	 0.5734222	 0.49537036	 0.58758664	 8.779896	 546	 9.820512820512821	 140	 2	 4.036014021752955	 25.632011	 1.0	 0.9916116143320943	 1.0	 0.8	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
259	 0.43537778	 0.3460648	 0.4515858	 2818	 2807	 429	 2389	 435	 2372	 0.57324445	 0.4916088	 0.58805925	 8.749324	 567	 9.435626102292769	 239	 2	 3.913814167707265	 34.88553	 1.0	 0.9936317038283777	 1.0	 0.8333333	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
260	 0.4263111	 0.30671296	 0.44801512	 2804	 2821	 444	 2360	 420	 2401	 0.5736	 0.48813656	 0.5891094	 8.867546	 540	 9.924074074074074	 247	 2	 4.104982825561806	 40.311287	 1.0	 0.9922425602321272	 1.0	 0.8	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
